"Partido","Numero Lista","Nombre Lista","Distrito","Cargo","Nombre","Posicion"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BOUQUET, DIEGO ALBERTO","5"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","HAEBERER, NATACHA","6"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","PASCUAN, MARCOS JAVIER","7"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","OROS, LUCIANO","8"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ROSLI, GABRIELA GIORGINA","9"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BORENSTEIN, ADRIAN GABRIEL","10"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","SINISTRI, LEONARDO OSCAR","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","COLODRO, KARINA VANESA","1"
"MOVIMIENTO AL SOCIALISMO","13","SoB","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","PILCIC, MIGUEL DARIO","2"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PINO, LAURA GABRIELA","1"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARANCIO, SERGIO JAVIER","2"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORLIO, ROSA","3"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ARTES, ARIEL MAURICIO","4"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SODA, ALBERTO CARLOS","5"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VELEZ, MYRIAM ALICIA","6"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SOSA, PEDRO DAMIAN","7"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GALLO, MARIO ALFREDO","8"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ALTAMIRANO, MARTA HAYDEE","9"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","LESCANO, MAYRA ROBERTA JULIA","10"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SALVUCCI, HIGINIO JESUS","11"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","AGUILERA, PAULA GISELA","12"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","AREVALO, RUBEN LUIS","13"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SERRANO, NESTOR EUGENIO","14"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SOSA, NELIDA ANSELMA","15"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ROJAS, ANTONIO","16"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ELISSIRY, SILVANA VANESA","17"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ORELLANO, CARLOS MAXIMILIANO","18"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ARTES, MANUEL IVAN","19"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","OMAR, ROSA HAYDEE","20"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SCALLAN, EMILIANO","21"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FESTA, VICTORIO JOSE","22"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARDENAS, DEBORA YANINA","23"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DELFINO, ANGEL LUIS ROQUE","24"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SANCHEZ, LOZINDA","25"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PEÑALOZA, CARLOS ANDRES","26"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ANCE NIEVA, KARINA NATALIA","27"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PEREZ, GONZALO GASTON","28"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RETO, VERONICA SOLEDAD","29"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","URRESTARAZU, IGNACIO ARIEL","30"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DEANTONIO, MELODY ELIZABETH","31"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ZELAYA, VICENTE GERMAN","32"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ROSALES, MARINA LAURA","33"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","HERRERA, GABRIELA ELISABET","34"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ROJAS, MARCOS FRANCISCO","35"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","VAZQUEZ, MARIA BELEN","1"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ANCE NIEVA, JOSE ANTONIO","2"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","SOSA, RAUL OMAR","3"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ACOSTA, FLORENTINA","4"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RIOS, JORGE LUIS","5"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","SALVUCCI, FERNANDO CESAR","6"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","LEIVA, CARMEN MAILEN","7"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ROJAS, MIGUEL ANGEL","8"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","AGUILERA, LAURA DANIELA","9"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RETO, LUIS FERNANDO","10"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","ANCE NIEVA, MAIRA JIMENA","1"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","SORIA, LUIS ALBERTO","1"
"DEL CAMPO POPULAR","259","UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL SUPLENTE","AREVALO, MARIA CRISTINA","2"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","HERNANDEZ, WALTER ALBERTO","1"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SALCEDO, ANA MARIA","2"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MICHELENA, JOSE LUIS","3"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORALES RODRIGUEZ, CARLOS ALBERTO","4"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","JIMENEZ, MARCELA NATALIA","5"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ARBINI, CARLOS ANTONIO","6"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SOTUYO, ELIDA NOEMI","7"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GASSMANN, MARIA DEL ROSARIO","8"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GIL, MAXIMILIANO NAHUEL","9"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORALES RODRIGUEZ, OMAR FERNANDO","10"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","COSSA, MARTA ELENA","11"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SEMENZA, MARCELO FABIAN","12"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","SOLDANO, JUAN PABLO","13"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ORTIZ, SILVANA LORENA","14"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DE ARCE, EDGARDO MARIANO","15"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CASCELLA, OSCAR OSVALDO","16"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FELIZOLA, MARCELA KARINA","17"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MARTINEZ, JUAN RAMON","18"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VERON, DANIEL EDUARDO","19"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CASELLI, BERTA LUISA","20"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARRAGAN, HECTOR LEONARDO","21"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CAMARANO, JORGE HUMBERTO","22"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RAMIREZ, SILVIA ROSANA","23"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BONADIES, ADALBERTO EUGENIO","24"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","AVENDAÑO, NESTOR CESAR","25"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","RAMIREZ, RAMONA FRANCISCA","26"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BRITOS, ROBERTO","27"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CAROZZO, CARLOS VICTOR","28"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DE GIACOMO, DORA ESTER","29"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FERNANDEZ, HECTOR PEDRO","30"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GARCIA, FRANCISCO ANTONIO","31"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PIERROU, MARIA FERNANDA","32"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VELASCO, JORGE ESTEBAN","33"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GUEBARA, VICTOR OMAR","34"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ALOISI, MARISA ELIZABET","35"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CORONA, ZULEMA NOEMI","1"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","CARMONA, CESAREA","2"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ILLESCAS, JUAN ANIBAL","3"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","DOMINE, DELIA ANGELA","4"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ROSSI, OLGA GRISELDA","5"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","VILLAN, CARLOS EUGENIO","6"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","BLANCO, LILIANA BEATRIZ","7"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","FANELLI, ROSA","8"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","RUIZ, PABLO ROGELIO","9"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","DIPUTADO NACIONAL SUPLENTE","ROJAS PICOLOMINI, NANCY MARGOT","10"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","FERNANDEZ MONTES DE OCA, JUAN JOSE","1"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","JULIA, SILVESTRE EGIDIO","1"
"MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS","268","1 - UNIDAD","BUENOS AIRES","PARLAMENTARIO MERCOSUR DISTRITO REGIONAL TITULAR","FERNIGRINI, ALEJANDRA CELINA","2"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","VASENA, RAMIRO EDUARDO","1"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BRANDOLINO, CHINDA CONCEPCION","2"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","DIANO, PATRICIO PEDRO","3"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","QUIÑA, DANIEL ALBERTO","4"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MINGRONE, LILIANA BEATRIZ","5"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GOMEZ, JUAN ANIBAL","6"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","FERNANDEZ, ALVARO GONZALO","7"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MARQUEZ, MARIA ESTER","8"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GONZALEZ, VICTOR RAUL","9"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARRERA, CARINA SOLEDAD","10"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","UZCUNDUN, MAURICIO SEBASTIAN","11"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BARRIENTOS, LAURA ANAHI","12"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CORDERO, ALEJANDRO DANIEL","13"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","PAVON, BEATRIZ IRENE","14"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARBALLA, EDUARDO MANUEL RAFAEL","15"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","ROMERO, VICENTA ANTONIA","16"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","CARRIZO, DAVID JORGE","17"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","GOMEZ, CAROLINA YOLANDA","18"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MARINO, JUAN MARIA","19"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MORICONI, DELIA EDITH","20"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","BAZAN, DARIO SEBASTIAN","21"
"TODOS POR BUENOS AIRES","298","DIGNIDAD","BUENOS AIRES","DIPUTADO NACIONAL TITULAR","MEDINA, MAXIMILIANO EZEQUIEL","22"
